date,city,cid,industry,platform,number,amount
2016/2/1,臺北市,A,陸上運輸業,無載具,175984,19591708
2016/2/1,臺北市,A,零售業,無載具,49631533,18864563918
2016/2/1,臺北市,A,電信業,無載具,226409,2676360224
2016/2/1,臺北市,A,電力及燃氣供應業,無載具,2262,15883757
2016/2/1,臺北市,A,電力設備製造業,無載具,63,5898427
2016/2/1,臺北市,A,電子零組件製造業,無載具,209,6324050
2016/2/1,臺北市,A,電腦、電子產品及光學製品製造業,無載具,77,334118
2016/2/1,臺北市,A,電腦系統設計服務業,無載具,23919,51885509
2016/2/1,臺北市,A,食品製造業,無載具,186976,194431938
2016/2/1,臺北市,A,飲料製造業,無載具,4593,3798952
2016/2/1,臺北市,A,餐飲業,無載具,5822512,1541241707
2016/2/1,臺北市,A,不動產經營及相關服務業,使用載具,7,1460
2016/2/1,臺北市,A,不動產開發業,使用載具,2456,8354810
2016/2/1,臺北市,A,企業總管理機構及管理顧問業,使用載具,5727,10933387
2016/2/1,臺北市,A,住宿服務業,使用載具,1,660
2016/2/1,臺北市,A,保險業,使用載具,2347,1310288
2016/2/1,臺北市,A,倉儲業,使用載具,3,9666
2016/2/1,臺北市,A,個人及家庭用品維修業,使用載具,14934,34810487
2016/2/1,臺北市,A,傳播及節目播送業,使用載具,194824,293707998
2016/2/1,臺北市,A,出版業,使用載具,3670,19526656
2016/2/1,臺北市,A,化學製品製造業,使用載具,164,157160
2016/2/1,臺北市,A,土木工程業,使用載具,3,8790
2016/2/1,臺北市,A,專門營造業,使用載具,48265,64004794
2016/2/1,臺北市,A,專門設計服務業,使用載具,2130,6547853
2016/2/1,臺北市,A,廢棄物清除、處理及資源回收業,使用載具,405,70221
2016/2/1,臺北市,A,廣告業及市場研究業,使用載具,44605,62641847
2016/2/1,臺北市,A,建築物及綠化服務業,使用載具,437,1086380
2016/2/1,臺北市,A,影片服務、聲音錄製及音樂出版業,使用載具,1331212,2318883962
2016/2/1,臺北市,A,成衣及服飾品製造業,使用載具,859,1167742
2016/2/1,臺北市,A,批發業,使用載具,408410,445585754
2016/2/1,臺北市,A,教育服務業,使用載具,3211,4157484
2016/2/1,臺北市,A,旅行及相關代訂服務業,使用載具,647,600672
2016/2/1,臺北市,A,未分類其他服務業,使用載具,85890,347535876
2016/2/1,臺北市,A,污染整治業,使用載具,371,105831
2016/2/1,臺北市,A,用水供應業,使用載具,549816,354376202
2016/2/1,臺北市,A,石油及煤製品製造業,使用載具,391,187128
2016/2/1,臺北市,A,租賃業,使用載具,132,1452385
2016/2/1,臺北市,A,航空運輸業,使用載具,34,53722
2016/2/1,臺北市,A,證券期貨及其他金融業,使用載具,652660,528662384
2016/2/1,臺北市,A,資料處理及資訊供應服務業,使用載具,3572577,2310042299
2016/2/1,臺北市,A,運動、娛樂及休閒服務業,使用載具,33729,44983238
2016/2/1,臺北市,A,運輸輔助業,使用載具,21924,3031105
2016/2/1,臺北市,A,郵政及快遞業,使用載具,7407,1136051
2016/2/1,臺北市,A,金融中介業,使用載具,1514,14197491
2016/2/1,臺北市,A,陸上運輸業,使用載具,6821,1080375
2016/2/1,臺北市,A,零售業,使用載具,6619092,4081368198
2016/2/1,臺北市,A,電信業,使用載具,16630088,16625765629
2016/2/1,臺北市,A,電力及燃氣供應業,使用載具,563328,3338155719
2016/2/1,臺北市,A,電力設備製造業,使用載具,57,96453
2016/2/1,臺北市,A,電子零組件製造業,使用載具,1483,3246787
2016/2/1,臺北市,A,電腦系統設計服務業,使用載具,49981,101761426
2016/2/1,臺北市,A,食品製造業,使用載具,5301,12133215
2016/2/1,臺北市,A,飲料製造業,使用載具,50,4711
2016/2/1,臺北市,A,餐飲業,使用載具,33267,5032624
2016/1/1,臺北市,A,不動產經營及相關服務業,無載具,22207,66106071
2016/1/1,臺北市,A,不動產開發業,無載具,1291419,2166054260
2016/1/1,臺北市,A,人力仲介及供應業,無載具,189,177675
2016/1/1,臺北市,A,企業總管理機構及管理顧問業,無載具,47995,90886983
2016/1/1,臺北市,A,住宿服務業,無載具,30092,162332993
2016/1/1,臺北市,A,保險業,無載具,769,398599824
2016/1/1,臺北市,A,倉儲業,無載具,10268,12887261
2016/1/1,臺北市,A,個人及家庭用品維修業,無載具,10605,99629534
2016/1/1,臺北市,A,傳播及節目播送業,無載具,14190,486538202
2016/1/1,臺北市,A,其他專業、科學及技術服務業,無載具,168,1621035
2016/1/1,臺北市,A,其他社會工作服務業,無載具,3151,160690
2016/1/1,臺北市,A,出版業,無載具,62709,216980094
2016/1/1,臺北市,A,創作及藝術表演業,無載具,943,1766622
2016/1/1,臺北市,A,化學材料製造業,無載具,1503,2063474
2016/1/1,臺北市,A,印刷及資料儲存媒體複製業,無載具,1173,1074094
2016/1/1,臺北市,A,土木工程業,無載具,2407,8165508
2016/1/1,臺北市,A,宗教、職業及類似組織,無載具,289,2776507
2016/1/1,臺北市,A,專門營造業,無載具,38208,31125719
2016/1/1,臺北市,A,專門設計服務業,無載具,672,3990666
2016/1/1,臺北市,A,廢棄物清除、處理及資源回收業,無載具,169735,57130479
2016/1/1,臺北市,A,廣告業及市場研究業,無載具,7788,48727373
2016/1/1,臺北市,A,建築、工程服務及技術檢測、分析服務業,無載具,1899,20244688
2016/1/1,臺北市,A,建築物及綠化服務業,無載具,150,672950
2016/1/1,臺北市,A,影片服務、聲音錄製及音樂出版業,無載具,436860,782586087
2016/1/1,臺北市,A,成衣及服飾品製造業,無載具,125,239508
2016/1/1,臺北市,A,批發業,無載具,3763362,6560654372
2016/1/1,臺北市,A,教育服務業,無載具,6007,36125343
2016/1/1,臺北市,A,旅行及相關代訂服務業,無載具,24,3439574
2016/1/1,臺北市,A,未分類其他服務業,無載具,13428,159425090
2016/1/1,臺北市,A,業務及辦公室支援服務業,無載具,462,2442100
2016/1/1,臺北市,A,機械設備製造業,無載具,289,3527538
2016/1/1,臺北市,A,污染整治業,無載具,55328,19591011
2016/1/1,臺北市,A,汽車及其零件製造業,無載具,991,3525100
2016/1/1,臺北市,A,石油及煤製品製造業,無載具,100486,37491887
2016/1/1,臺北市,A,研究發展服務業,無載具,973,23850476
2016/1/1,臺北市,A,租賃業,無載具,9639,30659189
2016/1/1,臺北市,A,航空運輸業,無載具,9901,107973960
2016/1/1,臺北市,A,證券期貨及其他金融業,無載具,152995,132207078
2016/1/1,臺北市,A,資料處理及資訊供應服務業,無載具,800284,1351607334
2016/1/1,臺北市,A,農、牧業,無載具,647,412985
2016/1/1,臺北市,A,運動、娛樂及休閒服務業,無載具,183900,312225247
2016/1/1,臺北市,A,運輸輔助業,無載具,292487,406370534
2016/1/1,臺北市,A,郵政及快遞業,無載具,12153,5500924
2016/1/1,臺北市,A,金屬製品製造業,無載具,8,19010
2016/1/1,臺北市,A,金融中介業,無載具,1350,116312098
2016/1/1,臺北市,A,陸上運輸業,無載具,186087,23254859
2016/1/1,臺北市,A,零售業,無載具,55337597,19851234110
2016/1/1,臺北市,A,電信業,無載具,295694,2083933053
2016/1/1,臺北市,A,電力及燃氣供應業,無載具,2301,19592482
2016/1/1,臺北市,A,電力設備製造業,無載具,23,104877
2016/1/1,臺北市,A,電子零組件製造業,無載具,280,5533780
2016/1/1,臺北市,A,電腦、電子產品及光學製品製造業,無載具,117,732143
2016/1/1,臺北市,A,電腦系統設計服務業,無載具,27556,225810679
2016/1/1,臺北市,A,食品製造業,無載具,201394,209554289
2016/1/1,臺北市,A,飲料製造業,無載具,7097,8370713
2016/1/1,臺北市,A,餐飲業,無載具,6224029,1578202143
2016/1/1,臺北市,A,不動產經營及相關服務業,使用載具,4,1750
2016/1/1,臺北市,A,不動產開發業,使用載具,2589,11552475
2016/1/1,臺北市,A,企業總管理機構及管理顧問業,使用載具,10459,18903216
2016/1/1,臺北市,A,住宿服務業,使用載具,2,2865
2016/1/1,臺北市,A,保險業,使用載具,2368,1078772
2016/1/1,臺北市,A,倉儲業,使用載具,6,25053
2016/1/1,臺北市,A,個人及家庭用品維修業,使用載具,11401,22670799
2016/1/1,臺北市,A,傳播及節目播送業,使用載具,221160,338436466
2016/1/1,臺北市,A,出版業,使用載具,2738,18420292
2016/1/1,臺北市,A,化學製品製造業,使用載具,133,150182
2016/1/1,臺北市,A,土木工程業,使用載具,1,990
2016/1/1,臺北市,A,專門營造業,使用載具,57747,78986659
2016/1/1,臺北市,A,專門設計服務業,使用載具,2759,10090275
2016/1/1,臺北市,A,廢棄物清除、處理及資源回收業,使用載具,399,64746
2016/1/1,臺北市,A,廣告業及市場研究業,使用載具,53075,81138414
2016/1/1,臺北市,A,建築、工程服務及技術檢測、分析服務業,使用載具,1,4410
2016/1/1,臺北市,A,建築物及綠化服務業,使用載具,575,1746570
2016/1/1,臺北市,A,影片服務、聲音錄製及音樂出版業,使用載具,1690725,2917799672
2016/1/1,臺北市,A,成衣及服飾品製造業,使用載具,1230,2125514
2016/1/1,臺北市,A,批發業,使用載具,472610,608382275
2016/1/1,臺北市,A,教育服務業,使用載具,4068,5244846
2016/1/1,臺北市,A,旅行及相關代訂服務業,使用載具,830,851643
2016/1/1,臺北市,A,未分類其他服務業,使用載具,86604,443482984
2016/1/1,臺北市,A,污染整治業,使用載具,503,145537
2016/1/1,臺北市,A,用水供應業,使用載具,551265,384388668
2016/1/1,臺北市,A,石油及煤製品製造業,使用載具,427,284297
2016/1/1,臺北市,A,租賃業,使用載具,138,1763292
2016/1/1,臺北市,A,航空運輸業,使用載具,61,147145
2016/1/1,臺北市,A,藥品及醫用化學製品製造業,使用載具,2,547
2016/1/1,臺北市,A,證券期貨及其他金融業,使用載具,703368,577450146
2016/1/1,臺北市,A,資料處理及資訊供應服務業,使用載具,4498418,2749653684
2016/1/1,臺北市,A,運動、娛樂及休閒服務業,使用載具,41802,55548326
2016/1/1,臺北市,A,運輸輔助業,使用載具,21070,2950015
2016/1/1,臺北市,A,郵政及快遞業,使用載具,9723,1546877
2016/1/1,臺北市,A,金融中介業,使用載具,1277,10200835
2016/1/1,臺北市,A,陸上運輸業,使用載具,8167,1327507
2016/1/1,臺北市,A,零售業,使用載具,7743956,4535329397
2016/1/1,臺北市,A,電信業,使用載具,11077501,10395585342
2016/1/1,臺北市,A,電力及燃氣供應業,使用載具,312121,2655830785
2016/1/1,臺北市,A,電力設備製造業,使用載具,4,1953
2016/1/1,臺北市,A,電子零組件製造業,使用載具,1638,3059344
2016/1/1,臺北市,A,電腦系統設計服務業,使用載具,51106,121709869
2016/1/1,臺北市,A,食品製造業,使用載具,5489,12923919
2016/1/1,臺北市,A,飲料製造業,使用載具,42,4344
2016/1/1,臺北市,A,餐飲業,使用載具,37632,5379119
2015/12/1,臺北市,A,不動產經營及相關服務業,無載具,27186,57417872
2015/12/1,臺北市,A,不動產開發業,無載具,1337494,2430753490
2015/12/1,臺北市,A,人力仲介及供應業,無載具,234,214653
2015/12/1,臺北市,A,企業總管理機構及管理顧問業,無載具,45089,55184222
2015/12/1,臺北市,A,住宿服務業,無載具,33041,176158281
2015/12/1,臺北市,A,保險業,無載具,797,291989661
2015/12/1,臺北市,A,個人及家庭用品維修業,無載具,10528,111954082
2015/12/1,臺北市,A,傳播及節目播送業,無載具,14171,498484477
2015/12/1,臺北市,A,其他專業、科學及技術服務業,無載具,113,1668470
2015/12/1,臺北市,A,其他社會工作服務業,無載具,3272,162310
2015/12/1,臺北市,A,出版業,無載具,69814,394710445
2015/12/1,臺北市,A,創作及藝術表演業,無載具,1600,6484130
2015/12/1,臺北市,A,化學材料製造業,無載具,1829,2538041
2015/12/1,臺北市,A,印刷及資料儲存媒體複製業,無載具,1325,1272150
2015/12/1,臺北市,A,土木工程業,無載具,1840,8211414
2015/12/1,臺北市,A,宗教、職業及類似組織,無載具,293,2737653
2015/12/1,臺北市,A,專門營造業,無載具,36690,36037505
2015/12/1,臺北市,A,專門設計服務業,無載具,484,2365170
2015/12/1,臺北市,A,廢棄物清除、處理及資源回收業,無載具,171070,54983167
2015/12/1,臺北市,A,廣告業及市場研究業,無載具,12040,76374144
2015/12/1,臺北市,A,建築、工程服務及技術檢測、分析服務業,無載具,1732,18834917
2015/12/1,臺北市,A,建築物及綠化服務業,無載具,297,1149165
2015/12/1,臺北市,A,影片服務、聲音錄製及音樂出版業,無載具,400682,732958737
2015/12/1,臺北市,A,成衣及服飾品製造業,無載具,99,182835
2015/12/1,臺北市,A,批發業,無載具,3697380,5145312466
2015/12/1,臺北市,A,教育服務業,無載具,6574,44323554
2015/12/1,臺北市,A,旅行及相關代訂服務業,無載具,54,2199448
2015/12/1,臺北市,A,未分類其他服務業,無載具,13886,126966256
2015/12/1,臺北市,A,業務及辦公室支援服務業,無載具,538,2076455
2015/12/1,臺北市,A,機械設備製造業,無載具,102,1284227
2015/12/1,臺北市,A,污染整治業,無載具,60358,20548165
2015/12/1,臺北市,A,汽車及其零件製造業,無載具,1166,2450278
2015/12/1,臺北市,A,石油及煤製品製造業,無載具,103360,38903468
2015/12/1,臺北市,A,研究發展服務業,無載具,2076,46762567
2015/12/1,臺北市,A,租賃業,無載具,6819,46294003
2015/12/1,臺北市,A,航空運輸業,無載具,8987,130895046
2015/12/1,臺北市,A,證券期貨及其他金融業,無載具,153629,132929859
2015/12/1,臺北市,A,資料處理及資訊供應服務業,無載具,815343,1357792845
2015/12/1,臺北市,A,農、牧業,無載具,485,240422
2015/12/1,臺北市,A,運動、娛樂及休閒服務業,無載具,170839,282025927
2015/12/1,臺北市,A,運輸輔助業,無載具,297538,387737862
2015/12/1,臺北市,A,郵政及快遞業,無載具,10508,4555080
2015/12/1,臺北市,A,金屬製品製造業,無載具,9,14620
2015/12/1,臺北市,A,金融中介業,無載具,1371,111620981
2015/12/1,臺北市,A,陸上運輸業,無載具,179333,20100096
2015/12/1,臺北市,A,零售業,無載具,57422959,20577056834
2015/12/1,臺北市,A,電信業,無載具,213384,2501574634
2015/12/1,臺北市,A,電力及燃氣供應業,無載具,1499,5421896
2015/12/1,臺北市,A,電力設備製造業,無載具,70,9893294
2015/12/1,臺北市,A,電子零組件製造業,無載具,319,10862999
2015/12/1,臺北市,A,電腦、電子產品及光學製品製造業,無載具,346,1516353
2015/12/1,臺北市,A,電腦系統設計服務業,無載具,27295,159213714
2015/12/1,臺北市,A,食品製造業,無載具,170800,213403729
2015/12/1,臺北市,A,飲料製造業,無載具,5778,4055029
2015/12/1,臺北市,A,餐飲業,無載具,5655823,1486806083
2015/12/1,臺北市,A,不動產經營及相關服務業,使用載具,1,150
2015/12/1,臺北市,A,不動產開發業,使用載具,2641,15840267
2015/12/1,臺北市,A,企業總管理機構及管理顧問業,使用載具,8439,14479459
2015/12/1,臺北市,A,住宿服務業,使用載具,2,8532
2015/12/1,臺北市,A,保險業,使用載具,2489,1223800
2015/12/1,臺北市,A,個人及家庭用品維修業,使用載具,11612,21229713
2015/12/1,臺北市,A,傳播及節目播送業,使用載具,211578,322459876
2015/12/1,臺北市,A,其他製造業,使用載具,773,1970516
2015/12/1,臺北市,A,出版業,使用載具,2374,108939395
2015/12/1,臺北市,A,化學製品製造業,使用載具,121,111186
2015/12/1,臺北市,A,土木工程業,使用載具,1,490
2015/12/1,臺北市,A,專門營造業,使用載具,50698,71239531
2015/12/1,臺北市,A,專門設計服務業,使用載具,2830,9401571
2015/12/1,臺北市,A,廢棄物清除、處理及資源回收業,使用載具,387,44943
2015/12/1,臺北市,A,廣告業及市場研究業,使用載具,41436,47099326
2015/12/1,臺北市,A,建築物及綠化服務業,使用載具,972,2279375
2015/12/1,臺北市,A,影片服務、聲音錄製及音樂出版業,使用載具,1531683,2628462614
2015/12/1,臺北市,A,成衣及服飾品製造業,使用載具,1231,2157818
2015/12/1,臺北市,A,批發業,使用載具,455556,458998395
2015/12/1,臺北市,A,教育服務業,使用載具,2251,2934253
2015/12/1,臺北市,A,旅行及相關代訂服務業,使用載具,790,793220
2015/12/1,臺北市,A,未分類其他服務業,使用載具,87076,359745291
2015/12/1,臺北市,A,污染整治業,使用載具,490,132527
2015/12/1,臺北市,A,石油及煤製品製造業,使用載具,435,325121
2015/12/1,臺北市,A,研究發展服務業,使用載具,1,220
2015/12/1,臺北市,A,租賃業,使用載具,122,1540448
2015/12/1,臺北市,A,航空運輸業,使用載具,45,79254
2015/12/1,臺北市,A,證券期貨及其他金融業,使用載具,655512,497555309
2015/12/1,臺北市,A,資料處理及資訊供應服務業,使用載具,4626689,2640906736
2015/12/1,臺北市,A,運動、娛樂及休閒服務業,使用載具,30810,41092722
2015/12/1,臺北市,A,運輸輔助業,使用載具,20117,2747847
2015/12/1,臺北市,A,郵政及快遞業,使用載具,6977,1144994
2015/12/1,臺北市,A,金融中介業,使用載具,322,3388281
2015/12/1,臺北市,A,陸上運輸業,使用載具,6386,1058906
2015/12/1,臺北市,A,零售業,使用載具,7808679,4029938903
2015/12/1,臺北市,A,電信業,使用載具,1861355,904439537
2015/12/1,臺北市,A,電力及燃氣供應業,使用載具,1161,1062821
2015/12/1,臺北市,A,電力設備製造業,使用載具,3,216
2015/12/1,臺北市,A,電子零組件製造業,使用載具,1988,4099644
2015/12/1,臺北市,A,電腦系統設計服務業,使用載具,49308,132419325
2015/12/1,臺北市,A,食品製造業,使用載具,3791,7406665
2015/12/1,臺北市,A,飲料製造業,使用載具,56,12386
2015/12/1,臺北市,A,餐飲業,使用載具,33397,4505921
2015/11/1,臺北市,A,不動產經營及相關服務業,無載具,22583,89650519
2015/11/1,臺北市,A,不動產開發業,無載具,1173775,2152098803
2015/11/1,臺北市,A,人力仲介及供應業,無載具,259,232116
2015/11/1,臺北市,A,企業總管理機構及管理顧問業,無載具,37607,48181310
2015/11/1,臺北市,A,住宿服務業,無載具,32970,168240780
2015/11/1,臺北市,A,保險業,無載具,762,286680234
2015/11/1,臺北市,A,個人及家庭用品維修業,無載具,10176,87408490
2015/11/1,臺北市,A,傳播及節目播送業,無載具,13167,336757067
2015/11/1,臺北市,A,其他專業、科學及技術服務業,無載具,139,4046863
2015/11/1,臺北市,A,其他社會工作服務業,無載具,2744,139470
2015/11/1,臺北市,A,出版業,無載具,70528,305727181
2015/11/1,臺北市,A,創作及藝術表演業,無載具,1056,2159431
2015/11/1,臺北市,A,化學材料製造業,無載具,1601,2330939
2015/11/1,臺北市,A,印刷及資料儲存媒體複製業,無載具,1098,942562
2015/11/1,臺北市,A,土木工程業,無載具,2043,10939924
2015/11/1,臺北市,A,宗教、職業及類似組織,無載具,317,2492252
2015/11/1,臺北市,A,專門營造業,無載具,31121,41600616
2015/11/1,臺北市,A,專門設計服務業,無載具,445,3092833
2015/11/1,臺北市,A,廢棄物清除、處理及資源回收業,無載具,170202,55789275
2015/11/1,臺北市,A,廣告業及市場研究業,無載具,1634,62214267
2015/11/1,臺北市,A,建築、工程服務及技術檢測、分析服務業,無載具,1556,17782120
2015/11/1,臺北市,A,建築物及綠化服務業,無載具,196,541640
2015/11/1,臺北市,A,影片服務、聲音錄製及音樂出版業,無載具,314738,629332990
2015/11/1,臺北市,A,成衣及服飾品製造業,無載具,78,129300
2015/11/1,臺北市,A,批發業,無載具,3456088,4426019511
2015/11/1,臺北市,A,教育服務業,無載具,12290,174297696
2015/11/1,臺北市,A,旅行及相關代訂服務業,無載具,28,2849908
2015/11/1,臺北市,A,未分類其他服務業,無載具,14375,161749604
2015/11/1,臺北市,A,業務及辦公室支援服務業,無載具,538,1678099
2015/11/1,臺北市,A,機械設備製造業,無載具,1602,546489
2015/11/1,臺北市,A,污染整治業,無載具,59977,21089590
2015/11/1,臺北市,A,汽車及其零件製造業,無載具,850,2220053
2015/11/1,臺北市,A,石油及煤製品製造業,無載具,104948,40063933
2015/11/1,臺北市,A,研究發展服務業,無載具,1698,12128506
2015/11/1,臺北市,A,租賃業,無載具,7709,35963234
2015/11/1,臺北市,A,航空運輸業,無載具,8487,116083463
2015/11/1,臺北市,A,證券期貨及其他金融業,無載具,146864,121408679
2015/11/1,臺北市,A,資料處理及資訊供應服務業,無載具,807151,1244721065
2015/11/1,臺北市,A,農、牧業,無載具,416,157639
2015/11/1,臺北市,A,運動、娛樂及休閒服務業,無載具,165500,242344497
2015/11/1,臺北市,A,運輸輔助業,無載具,266314,383331172
2015/11/1,臺北市,A,郵政及快遞業,無載具,8016,1877435
2015/11/1,臺北市,A,金屬製品製造業,無載具,1,4700
2015/11/1,臺北市,A,金融中介業,無載具,1366,163317138
2015/11/1,臺北市,A,陸上運輸業,無載具,167377,15440847
2015/11/1,臺北市,A,零售業,無載具,56311850,22864485782
2015/11/1,臺北市,A,電信業,無載具,209579,2578998460
2015/11/1,臺北市,A,電力及燃氣供應業,無載具,1482,6824018
2015/11/1,臺北市,A,電力設備製造業,無載具,92,524667
2015/11/1,臺北市,A,電子零組件製造業,無載具,326,31984132
2015/11/1,臺北市,A,電腦、電子產品及光學製品製造業,無載具,363,1334561
2015/11/1,臺北市,A,電腦系統設計服務業,無載具,26607,57844477
2015/11/1,臺北市,A,食品製造業,無載具,143966,190478671
2015/11/1,臺北市,A,飲料製造業,無載具,5463,2245387
2015/11/1,臺北市,A,餐飲業,無載具,5160390,1553113643
2015/11/1,臺北市,A,不動產經營及相關服務業,使用載具,768,1760648
2015/11/1,臺北市,A,不動產開發業,使用載具,2100,10607072
2015/11/1,臺北市,A,企業總管理機構及管理顧問業,使用載具,6437,10527250
2015/11/1,臺北市,A,住宿服務業,使用載具,4,6241
2015/11/1,臺北市,A,保險業,使用載具,2707,1660352
2015/11/1,臺北市,A,個人及家庭用品維修業,使用載具,12805,22995370
2015/11/1,臺北市,A,傳播及節目播送業,使用載具,205488,306404397
2015/11/1,臺北市,A,其他製造業,使用載具,699,1509670
2015/11/1,臺北市,A,出版業,使用載具,2705,73734681
2015/11/1,臺北市,A,化學製品製造業,使用載具,102,88405
2015/11/1,臺北市,A,土木工程業,使用載具,5,73580
2015/11/1,臺北市,A,專門營造業,使用載具,48385,65758599
2015/11/1,臺北市,A,專門設計服務業,使用載具,1776,4995110
2015/11/1,臺北市,A,廢棄物清除、處理及資源回收業,使用載具,401,58149
2015/11/1,臺北市,A,廣告業及市場研究業,使用載具,47916,47793546
2015/11/1,臺北市,A,建築、工程服務及技術檢測、分析服務業,使用載具,1,25000
2015/11/1,臺北市,A,建築物及綠化服務業,使用載具,536,1288900
2015/11/1,臺北市,A,影片服務、聲音錄製及音樂出版業,使用載具,1378491,2412310845
2015/11/1,臺北市,A,成衣及服飾品製造業,使用載具,965,1548917
2015/11/1,臺北市,A,批發業,使用載具,388347,389836848
2015/11/1,臺北市,A,教育服務業,使用載具,3085,3997563
2015/11/1,臺北市,A,旅行及相關代訂服務業,使用載具,822,811199
2015/11/1,臺北市,A,未分類其他服務業,使用載具,87193,415741922
2015/11/1,臺北市,A,業務及辦公室支援服務業,使用載具,1789,3944160
2015/11/1,臺北市,A,污染整治業,使用載具,471,129390
2015/11/1,臺北市,A,石油及煤製品製造業,使用載具,429,325642
2015/11/1,臺北市,A,租賃業,使用載具,101,1396008
2015/11/1,臺北市,A,航空運輸業,使用載具,40,97570
2015/11/1,臺北市,A,證券期貨及其他金融業,使用載具,639535,507483415
2015/11/1,臺北市,A,資料處理及資訊供應服務業,使用載具,4479794,2588533436
2015/11/1,臺北市,A,運動、娛樂及休閒服務業,使用載具,28543,38219618
2015/11/1,臺北市,A,運輸輔助業,使用載具,19339,2656998
2015/11/1,臺北市,A,郵政及快遞業,使用載具,5866,891195
2015/11/1,臺北市,A,金融中介業,使用載具,253,2430466
2015/11/1,臺北市,A,陸上運輸業,使用載具,5388,808663
2015/11/1,臺北市,A,零售業,使用載具,7663974,3509326551
2015/11/1,臺北市,A,電信業,使用載具,1843566,924303807
2015/11/1,臺北市,A,電力及燃氣供應業,使用載具,1029,853846
2015/11/1,臺北市,A,電力設備製造業,使用載具,3,330
2015/11/1,臺北市,A,電子零組件製造業,使用載具,1873,3711837
2015/11/1,臺北市,A,電腦系統設計服務業,使用載具,60020,123702306
2015/11/1,臺北市,A,食品製造業,使用載具,2568,3191461
2015/11/1,臺北市,A,飲料製造業,使用載具,28,3577
2015/11/1,臺北市,A,餐飲業,使用載具,28983,8239329
2015/10/1,臺北市,A,不動產經營及相關服務業,無載具,23283,134639923
2015/10/1,臺北市,A,不動產開發業,無載具,1194447,2091649499
2015/10/1,臺北市,A,人力仲介及供應業,無載具,318,310709
2015/10/1,臺北市,A,企業總管理機構及管理顧問業,無載具,18718,40915110
2015/10/1,臺北市,A,住宿服務業,無載具,28042,130074521
2015/10/1,臺北市,A,保險業,無載具,783,303107890
2015/10/1,臺北市,A,個人及家庭用品維修業,無載具,9438,81736765
2015/10/1,臺北市,A,傳播及節目播送業,無載具,13809,126211528
2015/10/1,臺北市,A,其他專業、科學及技術服務業,無載具,146,12234940
2015/10/1,臺北市,A,其他社會工作服務業,無載具,2691,137240
2015/10/1,臺北市,A,出版業,無載具,69812,400329449
2015/10/1,臺北市,A,創作及藝術表演業,無載具,1279,3174922
2015/10/1,臺北市,A,化學材料製造業,無載具,7,3316
2015/10/1,臺北市,A,印刷及資料儲存媒體複製業,無載具,1124,1007716
2015/10/1,臺北市,A,土木工程業,無載具,1149,7311935
2015/10/1,臺北市,A,宗教、職業及類似組織,無載具,422,2049476
2015/10/1,臺北市,A,專門營造業,無載具,34896,42073814
2015/10/1,臺北市,A,專門設計服務業,無載具,361,2053913
2015/10/1,臺北市,A,廢棄物清除、處理及資源回收業,無載具,174740,59131388
2015/10/1,臺北市,A,廣告業及市場研究業,無載具,1902,44218127
2015/10/1,臺北市,A,建築、工程服務及技術檢測、分析服務業,無載具,1653,18007076
2015/10/1,臺北市,A,建築物及綠化服務業,無載具,128,320340
2015/10/1,臺北市,A,影片服務、聲音錄製及音樂出版業,無載具,338992,590562732
2015/10/1,臺北市,A,成衣及服飾品製造業,無載具,41,66373
2015/10/1,臺北市,A,批發業,無載具,2558888,2753377972
2015/10/1,臺北市,A,教育服務業,無載具,5023,33052453
2015/10/1,臺北市,A,旅行及相關代訂服務業,無載具,22,7364668
2015/10/1,臺北市,A,未分類其他服務業,無載具,14720,169296225
2015/10/1,臺北市,A,業務及辦公室支援服務業,無載具,164,96572
2015/10/1,臺北市,A,機械設備製造業,無載具,1867,145293
2015/10/1,臺北市,A,污染整治業,無載具,63441,23076592
2015/10/1,臺北市,A,汽車及其零件製造業,無載具,357,857491
2015/10/1,臺北市,A,石油及煤製品製造業,無載具,108740,42584463
2015/10/1,臺北市,A,研究發展服務業,無載具,942,17419690
2015/10/1,臺北市,A,租賃業,無載具,6422,28554857
2015/10/1,臺北市,A,航空運輸業,無載具,9173,116309503
2015/10/1,臺北市,A,證券期貨及其他金融業,無載具,158959,118388435
2015/10/1,臺北市,A,資料處理及資訊供應服務業,無載具,728413,1115489338
2015/10/1,臺北市,A,農、牧業,無載具,284,134914
2015/10/1,臺北市,A,運動、娛樂及休閒服務業,無載具,169159,259046023
2015/10/1,臺北市,A,運輸輔助業,無載具,251169,360688596
2015/10/1,臺北市,A,郵政及快遞業,無載具,8074,1916977
2015/10/1,臺北市,A,金屬製品製造業,無載具,2,10450
2015/10/1,臺北市,A,金融中介業,無載具,1215,6329256
2015/10/1,臺北市,A,陸上運輸業,無載具,175499,16739641
2015/10/1,臺北市,A,零售業,無載具,58590914,22398805858
2015/10/1,臺北市,A,電信業,無載具,178240,1920011837
2015/10/1,臺北市,A,電力及燃氣供應業,無載具,1496,2856472
2015/10/1,臺北市,A,電力設備製造業,無載具,90,1256767
2015/10/1,臺北市,A,電子零組件製造業,無載具,118,24111426
2015/10/1,臺北市,A,電腦、電子產品及光學製品製造業,無載具,217,398425
2015/10/1,臺北市,A,電腦系統設計服務業,無載具,29043,50880523
2015/10/1,臺北市,A,食品製造業,無載具,126096,197536405
2015/10/1,臺北市,A,飲料製造業,無載具,5292,2131844
